Code,smlmitzrach,shmmitzrach,makor,edible,psolet,ahuz_ibud_nozlim,protein,total_fat,carbohydrates,food_energy,alcohol,moisture,total_dietary_fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,vitamin_a_iu,carotene,vitamin_e,vitamin_c,thiamin,riboflavin,niacin,vitamin_b6,folate,folate_dfe,vitamin_b12,cholesterol,saturated_fat,butyric,caproic,caprylic,capric,lauric,myristic,palmitic,stearic,oleic,linoleic,linolenic,arachidonic,docosahexanoic,palmitoleic,parinaric,gadoleic,eicosapentaenoic,erucic,docosapentaenoic,mono_unsaturated_fat,poly_unsaturated_fat,vitamin_d,total_sugars,trans_fatty_acids,vitamin_a_re,isoleucine,leucine,valine,lysine,threonine,methionine,phenylalanine,tryptophan,histidine,tyrosine,arginine,cystine,serine,vitamin_k,pantothenic_acid,iodine,selenium,sugar_alcohols,choline,biotin,manganese,fructose,tarich_ptiha,tarich_idkun,shmmitzrach,תרומה לשומן בטני
57,11411349,"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",3,0,0,0,2.9,3.5,4.5,61,0,87.2,0.2,88,0.55,14.6,84.6,163.9,280,0.39,0.03,139.3,8,0.2,0.7,0.05,0.16,0.11,0.06,5.4,0,0.42,10.5,2.3,0.064,0.064,0.064,0.064,0.066,0.255,0.736,0.325,1.018,0.202,0.112,0,0,0.001,0,0.007,0,0,0,1.03,0.31,1.12,4.4,0,28.3,0.16,0.293,0.202,0.26,0.131,0.082,0.161,0,0.093,0.156,0.09,0.019,0.187,1,0.36,0,3.4,0,13.6,0,0.1,0,0,26/10/2017 10:36:14:033,"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",מותר
58,11411359,"יוגורט 5% שומן, מחלב בופאלו",3,0,0,0,3.8,5,4,78,0,82.8,0,148,0.12,31.3,120.3,183.8,66,0.24,0.05,177.1,0,0,2.3,0.05,0.14,0.09,0.02,6.2,0,0.37,4.5,3.3,0.279,0.153,0.072,0.143,0.169,0.714,2.027,0.693,1.589,0.072,0.077,0,0,0.147,0,0,0,0,0,1.82,0.15,0.05,0.2,0,54,0.21,0.377,0.227,0.289,0.187,0.1,0.168,0.055,0.081,0.188,0.118,0.049,0.233,0.01,0.2,0,0.1,0,0.6,0,0,0,0,26/10/2017 10:36:35:517,"יוגורט 5% שומן, מחלב בופאלו",מותר
61,11411399,"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",3,0,0,0,2.9,0.2,5.1,34,0,87.8,2,100,0.05,11.3,93.7,152.1,45,0.58,0.01,7.8,0,0,0.5,0.03,0.14,0.07,0.03,7.2,0,0.36,0.9,0.1,0.006,0.004,0.002,0.006,0.007,0.021,0.054,0.02,0.046,0.004,0.001,0,0,0.004,0,0,0,0,0,0.05,0.01,0,5.1,0,1.6,0.158,0.292,0.24,0.26,0.119,0.086,0.158,0,0.072,0.146,0.087,0.026,0.18,0.22,0.38,0,2.1,0,9.1,0,0,0,0,0,"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",מותר
62,11411409,יוגורט 3% שומן תנובה,3,0,0,0,4.7,3,4.7,65,0,85.6,0,145,0.06,13.9,109.8,179.2,28,0.68,0.01,91.4,5,0.1,0.6,0.03,0.16,0.09,0.04,8.1,0,0.43,9,1.9,0.089,0.061,0.039,0.086,0.102,0.317,0.818,0.293,0.686,0.06,0.025,0,0,0.066,0,0,0,0,0,0.82,0.09,0.09,4.7,0,24.9,0.256,0.474,0.389,0.421,0.192,0.138,0.256,0.03,0.116,0.237,0.141,0.043,0.291,0.19,0.45,0,2.5,0,17.6,0,0,0,0,20/02/2020 15:50:23:803,יוגורט 3% שומן תנובה,מותר
63,11411419,"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",3,0,0,0,2.9,1.8,17,96,0,76.3,0,100,0.13,27.5,233.2,378.9,45,1.44,0.02,59.2,2,0,1.3,0.07,0.35,0.19,0.08,17.8,0,0.91,7.1,1.1,0.053,0.037,0.023,0.051,0.062,0.189,0.49,0.175,0.411,0.036,0.015,0,0,0.039,0,0,0,0,0,0.5,0.05,0,17,0,10.6,0.158,0.292,0.24,0.26,0.119,0.086,0.158,0,0.072,0.146,0.087,0.027,0.18,0.23,0.96,0,5.3,0,24.6,0,0,0,0,0,"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",מותר
67,11411459,"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",3,0,0,0,3.9,0,5.5,38,0,86.4,2.2,140,0.15,14.5,60.3,123.2,80,0.41,0.08,0,0,0,0,0.02,0.08,0.08,0.02,4.4,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,2.5,0.218,0.403,0.322,0.35,0.16,0.115,0.213,0.022,0.097,0.197,0.118,0.035,0.241,0,0,0,2.5,0,5.5,0,0,0,0,0,"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",אסור
68,11411469,"יוגורט 3.9% שומן, מחלב עזים, צוריאל",3,0,0,0,3.5,3.9,6.3,75,0,85.3,0.6,200,0.08,13.8,108.9,200,50,0.3,0.05,0,7,0.1,1.3,0.05,0.14,0.27,0.05,1,0,0.07,11.7,2.3,0.125,0.092,0.094,0.255,0.122,0.319,0.893,0.432,0.958,0.108,0.039,0,0,0.08,0,0,0,0,0,1.09,0.15,1.27,4.4,0,55.9,0.203,0.308,0.235,0.284,0.16,0.078,0.152,0.043,0.087,0.176,0.117,0.045,0.177,0.29,0.3,0,1.4,0,15.7,0,0,0,0,05/04/2020 17:53:58:023,"יוגורט 3.9% שומן, מחלב עזים, צוריאל",מותר
69,11411479,"משקה יוגורט ביו 0%, תות, אננס,טרה",3,0,0,0,3.2,0.1,6.5,40,0,87.2,1,122,0.16,15,62.3,127.2,85,0.42,0.08,0,0,0,0,0.02,0.08,0.08,0.02,4.5,0,0.19,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,9.3,0.218,0.403,0.444,0.481,0.22,0.158,0.293,0.03,0.133,0.271,0.161,0.049,0.332,0,0,0,2.6,0,5.7,0,0,0,0,0,"משקה יוגורט ביו 0%, תות, אננס,טרה",מותר
70,11411489,"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",3,0,0,0,3.1,1.5,17.2,94,0,76.2,0,146.2,0.06,13.8,115.1,186.9,42.5,0.71,0.07,63.8,0,0,0.6,0.04,0.17,0.09,0.04,8.7,0,0.45,5.6,1,0.045,0.031,0.019,0.043,0.051,0.159,0.409,0.146,0.343,0.03,0.013,0,0,0.033,0,0,0,0,0,0.41,0.04,0,17.2,0,9.4,0.169,0.313,0.256,0.278,0.128,0.091,0.169,0,0.077,0.156,0.093,0.028,0.192,0,0.47,0,2.7,0,0,0,0.1,0,0,0,"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",מותר
74,11411529,"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",3,0,0,0,5.6,2.7,13.5,104,0,76.8,1.8,146,0.08,17.3,143.7,245,85,0.62,0.03,122.1,5,0.1,0.5,0.07,0.26,0.34,0.07,8,0,0.66,4.1,1.3,0.058,0.057,0.057,0.058,0.059,0.23,0.645,0.281,0.628,0.096,0.058,0,0,0.002,0,0,0,0,0,0.63,0.15,0.98,7.3,0,21.5,0.307,0.53,0.365,0.441,0.24,0.142,0.277,0.039,0.158,0.269,0.188,0.044,0.315,0.23,0.58,0,5.6,0,24,0,0,1.2,0,26/10/2017 10:37:40:207,"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",מותר
82,11411689,"יוגורט 1.7% שומן, מולר",3,0,0,0,5.4,1.7,6.5,63,0,83.4,1,140,0.08,16.5,139.4,226.6,55,0.86,0.01,55.9,2,0,0.8,0.04,0.21,0.11,0.05,10.7,0,0.54,6.6,1.1,0.05,0.035,0.022,0.048,0.058,0.179,0.463,0.166,0.388,0.034,0.014,0,0,0.037,0,0,0,0,0,0.47,0.05,0,6.5,0,15.4,0.294,0.544,0.446,0.484,0.222,0.159,0.294,0.03,0.134,0.273,0.163,0.049,0.334,0.22,0.57,0,3.2,0,14.7,0,0,0,0,05/04/2020 12:03:07:237,"יוגורט 1.7% שומן, מולר",מותר
83,11411699,"יוגורט 7%,תנובה",3,0,0,0,3.6,7,3.5,91,0,83.9,0,100,0.04,10.5,83,135.4,50,0.51,0.01,213.2,11,0.1,0.4,0.03,0.12,0.06,0.03,6.1,0,0.32,21,4.2,0.207,0.142,0.09,0.2,0.239,0.739,1.908,0.683,1.6,0.14,0.058,0,0,0.153,0,0,0,0,0,1.92,0.2,0.22,3.5,0,0,0.196,0.363,0.298,0.323,0.147,0.106,0.196,0,0.089,0.182,0.108,0.033,0.223,0.43,0.34,0,1.9,0,13.3,0,0,0,0,0,"יוגורט 7%,תנובה",מותר
84,11412109,"לבן 4.5% שומן, אשל,תנובה",3,0,0,0,3.3,4.5,4.2,71,0,86,0,111.6,0.05,11.1,87.6,143,41,0.54,0.01,137.1,7,0.1,0.5,0.03,0.13,0.07,0.03,6.5,0,0.34,16,2.9,0.133,0.091,0.058,0.129,0.154,0.475,1.227,0.439,1.029,0.09,0.037,0,0,0.098,0,0,0,0,0,1.24,0.13,0.14,0.1,0,37.4,0.18,0.333,0.273,0.296,0.135,0.097,0.18,0.02,0.082,0.166,0.099,0.03,0.204,0.28,0.36,0,2,0,14,0,0,0,0,20/02/2020 16:00:01:29,"לבן 4.5% שומן, אשל,תנובה",מותר
85,11412119,"יוגורט 4%  שומן, דנובה, תנובה",3,0,0,0,3.6,4,5,71,0,85.4,0,100,0.05,12.7,100.5,164,50,0.62,0.01,121.8,6,0.1,0.5,0.03,0.15,0.08,0.03,7.4,0,0.39,12,2.4,0.118,0.081,0.052,0.114,0.137,0.422,1.09,0.39,0.914,0.08,0.033,0,0,0.087,0,0,0,0,0,1.1,0.11,0.12,2.3,0,33.2,0.196,0.363,0.298,0.323,0.147,0.106,0.196,0.02,0.089,0.182,0.108,0.033,0.223,0.25,0.41,0,2.3,0,16.1,0,0,0,0,20/02/2020 15:51:36:977,"יוגורט 4%  שומן, דנובה, תנובה",מותר
86,11412129,"יוגורט 3% שומן, אקטיביה, טבעי",3,0,0,0,4.5,3,4.3,62,0,85.3,0.9,130,0.05,13,102.8,167.8,90,0.64,0.01,91.4,5,0.1,0.5,0.03,0.15,0.08,0.04,7.6,0,0.4,9,2,0.089,0.061,0.039,0.086,0.102,0.317,0.818,0.293,0.686,0.06,0.025,0,0,0.066,0,0,0,0,0,0.82,0.09,0.09,4.3,0,24.9,0.245,0.454,0.372,0.403,0.184,0.132,0.245,0.03,0.112,0.227,0.135,0.041,0.279,0.19,0.42,0,2.4,0,16.5,0,0,0,0,20/02/2020 15:56:21:6,"יוגורט 3% שומן, אקטיביה, טבעי",מותר
87,11412139,"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",3,0,0,0,4,3,16.7,112,0,74.3,0,120,0.13,30.6,241.9,394.6,70,1.5,0.02,91.4,5,0.1,1.3,0.07,0.36,0.19,0.08,17.8,0,0.94,3.8,0.8,0.089,0.061,0.039,0.086,0.102,0.317,0.818,0.293,0.686,0.06,0.025,0,0,0.066,0,0,0,0,0,0.82,0.09,0.09,16.7,0,9.6,0.218,0.403,0.331,0.359,0.164,0.118,0.218,0,0.099,0.202,0.12,0.037,0.248,0.19,0.99,0,5.6,0,38.7,0,0,0,0,0,"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",מותר
88,11412149,"יוגורט 3% שומן, איירן , גד",3,0,0,0,3,3,4,55,0,88,0,100,0.04,10.3,81.8,133.5,150,0.51,0.01,91.4,5,0.1,0.4,0.03,0.12,0.06,0.03,6,0,0.32,9,2,0.089,0.061,0.039,0.086,0.102,0.317,0.818,0.293,0.686,0.06,0.025,0,0,0.066,0,0,0,0,0,0.82,0.09,0.09,4,0,0,0.163,0.303,0.248,0.269,0.123,0.088,0.163,0,0.074,0.151,0.09,0.028,0.186,0.19,0.34,0,1.9,0,13.1,0,0,0,0,0,"יוגורט 3% שומן, איירן , גד",מותר
91,11412179,"יוגורט 3% שומן, בטעמי פרי,שטראוס",3,0,0,0,3.6,3,16.9,109,0,74.5,0,125.1,0.05,11.8,98.8,160.4,62.5,0.61,0.07,104.3,5,0.1,0.5,0.03,0.15,0.08,0.03,8.2,0,0.39,9.3,1.9,0.089,0.06,0.039,0.086,0.102,0.316,0.817,0.292,0.686,0.06,0.026,0,0,0.065,0,0,0,0,0,0.82,0.09,0,16.9,0,25.9,0.196,0.363,0.298,0.323,0.147,0.106,0.196,0.02,0.09,0.182,0.109,0.033,0.223,0.26,0.4,0,2.5,0,13.8,0,0.1,0,0,22/02/2020 15:23:53:4,"יוגורט 3% שומן, בטעמי פרי,שטראוס",מותר
93,11412199,"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",3,0,0,0,5.6,5,9.9,105,0,78.5,1.1,176,2,28.5,203.3,341.2,60,1.5,0.03,333,10,0.1,2.4,0.1,0.34,0.2,0.09,8.2,0,0.6,15,3.3,0.144,0.078,0.078,0.105,0.084,0.483,1.321,0.538,1.21,0.14,0.077,0,0,0.086,0,0,0,0,0,1.33,0.22,3.7,6.3,0,100,0.196,0.361,0.23,0.321,0.171,0.091,0.174,0.024,0.102,0.163,0.109,0.038,0.212,0.52,0.86,0,5.5,0,34.7,0,0,0,0,26/10/2017 10:41:29:88,"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",מותר
94,11412209,"לבן 3% שומן, גיל,טרה, תנובה",3,0,0,0,3,3,3.8,56,0,87.7,0,105,0.05,10.8,85.3,139.2,45,0.53,0.01,91.4,5,0.1,0.4,0.03,0.13,0.07,0.03,6.3,0,0.33,9,1.9,0.089,0.061,0.039,0.086,0.102,0.317,0.818,0.293,0.686,0.06,0.025,0,0,0.066,0,0,0,0,0,0.82,0.09,0.09,3.8,0,24.9,0.191,0.353,0.289,0.314,0.143,0.103,0.191,0.02,0.087,0.177,0.105,0.032,0.217,0.19,0.35,0,2,0,13.6,0,0,0,0,20/02/2020 15:58:45:553,"לבן 3% שומן, גיל,טרה, תנובה",מותר
96,11412228,לבן מבושל,4,0,0,10,2.2,2.6,2.2,41,0,91,0,68.8,0.06,6.1,46.3,81.8,340.7,0.31,0.01,64.6,4,0.1,0.2,0.02,0.08,0.13,0.01,3.2,0,0.18,8.6,1.5,0.074,0.05,0.032,0.071,0.085,0.263,0.685,0.245,0.579,0.054,0.021,0,0,0.055,0,0,0,0,0,0.7,0.08,0.08,2.2,0,18.6,0.1,0.185,0.151,0.164,0.075,0.054,0.1,0.011,0.045,0.092,0.055,0.017,0.113,0.15,0.18,0,1.2,0,7.6,0,0,0,0,19/04/2021 15:27:52:86,לבן מבושל,מותר
97,11412229,"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",3,0,0,0,4.6,4,16.2,119,0,73.7,0.4,150,0.52,14.5,102.7,166.8,65,0.52,0.05,141.3,18,0.1,0.3,0.11,0.27,0.98,0.13,14.7,0,0.58,5,1.6,0.099,0.067,0.068,0.085,0.088,0.361,1.266,0.747,1.12,0.25,0.07,0,0,0.056,0,0,0,0,0,1.23,0.32,1.27,11.7,0,31.2,0.184,0.327,0.225,0.283,0.147,0.089,0.174,0.011,0.101,0.171,0.104,0.023,0.201,0.61,0.39,0,4,0,17.2,0,0,0,0,26/10/2017 10:42:01:333,"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",אסור
98,11412238,לבן מבושל עם בצל,4,0,0,10,2.1,2.2,3.6,43,0,89.9,0.3,60.6,0.1,7.3,45,101,227.3,0.3,0.02,52.6,4,0.1,1.3,0.03,0.08,0.16,0.04,5.8,0,0.15,7,1.23,0.06,0.041,0.026,0.058,0.07,0.215,0.564,0.2,0.478,0.059,0.018,0,0,0.045,0,0,0,0,0,0.57,0.08,0.06,2.8,0,15.2,0.081,0.15,0.123,0.134,0.061,0.044,0.081,0.009,0.037,0.075,0.045,0.014,0.092,0.23,0.15,0,1.1,0,7.6,0,0,0,0,06/02/2020 12:04:34:143,לבן מבושל עם בצל,מותר
99,11412239,"יוגורט עזים מלא 4% שומן, הרדוף",3,0,0,0,3.6,3.5,3.7,65,0,87.2,0,108.6,0.05,10.8,85.3,139.2,46,0.53,0.01,106.6,5,0.1,0.4,0.03,0.13,0.07,0.03,6.3,0,0.33,12,2.4,0.103,0.071,0.045,0.1,0.12,0.369,0.954,0.341,0.8,0.07,0.029,0,0,0.076,0,0,0,0,0,0.96,0.1,0.11,3.7,0,29.1,0.196,0.363,0.298,0.323,0.147,0.106,0.196,0.02,0.089,0.182,0.108,0.033,0.223,0.22,0.35,0,2,0,13.6,0,0,0,0,05/04/2020 12:07:00:767,"יוגורט עזים מלא 4% שומן, הרדוף",מותר
100,11412269,"יוגורט אקטיביה 1.5%, שטראוס",3,0,0,0,4.5,1.5,4.2,48,0,86.9,0.9,130,0.06,12,101.9,165.6,90,0.63,0.01,49.4,2,0,0.6,0.03,0.15,0.08,0.04,7.8,0,0.4,5.8,0.97,0.045,0.031,0.019,0.043,0.051,0.158,0.408,0.146,0.343,0.03,0.013,0,0,0.033,0,0,0,0,0,0.41,0.04,0,4.2,0,13.6,0.245,0.453,0.372,0.404,0.185,0.133,0.245,0.03,0.111,0.227,0.135,0.041,0.279,0.19,0.42,0,2.3,0,10.8,0,0,0,0,05/04/2020 14:40:31:707,"יוגורט אקטיביה 1.5%, שטראוס",מותר
105,11413409,"לבן בטעם אפרסק/תות 3% שומן, יטבתה",3,0,0,0,2.9,3,12.6,87,0,75.2,0,100,0.06,15.3,121.4,198,40,0.75,0.01,99,5,0.1,0.6,0.04,0.18,0.11,0.04,11.8,0,0.47,9,1.8,0.1,0.07,0.04,0.09,0.11,0.34,0.89,0.32,0.74,0.07,0.03,0,0,0.07,0,0,0,0,0,0.89,0.09,0.8,5.7,0,27,0.29,0.53,0.44,0.47,0.22,0.16,0.29,0.03,0.13,0.27,0.16,0.05,0.33,0,0.5,0,2.8,0,19.4,0,0,0,0,0,"לבן בטעם אפרסק/תות 3% שומן, יטבתה",מותר
107,11431029,"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",3,0,0,0,4.4,0,4.4,39,0,88.2,1,150,0.02,15.9,51.4,135,55,0.2,0.08,0,0,0,0.3,0.02,0.07,0.08,0.02,4.8,0,0.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,1.3,0.213,0.393,0.364,0.395,0.18,0.13,0.24,0.025,0.109,0.223,0.133,0.04,0.273,0,0,0,1.1,0,1.2,0,0,0,0,10/11/2020 15:33,"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",מותר
108,11431169,"יוגורט, יופלה שטוזים גבינה מוקצפת 5% שומן, טעמים שונים,תנובה",3,0,0,0,4.5,5,15.6,125,0,74.3,0.1,160,0.08,14.8,125.4,209.6,50,0.55,0.03,112.2,9,0.1,2.5,0.06,0.22,0.13,0.05,7.4,0,0.6,15,3,0.121,0.071,0.073,0.099,0.102,0.431,1.176,0.481,1.059,0.123,0.07,0,0,0.096,0,0,0,0,0,1.2,0.19,1.74,14.9,0,40.1,0.256,0.442,0.304,0.375,0.201,0.118,0.23,0.03,0.132,0.228,0.148,0.035,0.265,0.45,0.46,0,4.1,0,20.4,0,0,0.1,0,26/10/2017 10:42:29:753,"יוגורט, יופלה שטוזים גבינה מוקצפת 5% שומן, טעמים שונים,תנובה",מותר
110,11433019,"יוגורט ביופרו 0% שומן, שטראוס",3,0,0,0,4.8,0.2,4.8,40,0,87.2,1,130,0.06,13.6,112.4,182.6,90,0.69,0.01,7.8,0,0,0.6,0.03,0.17,0.09,0.04,8.6,0,0.44,0.8,0.1,0.006,0.004,0.002,0.006,0.007,0.021,0.054,0.02,0.046,0.004,0.001,0,0,0.004,0,0,0,0,0,0.05,0.01,0,4.8,0,1.8,0.262,0.483,0.397,0.431,0.197,0.142,0.262,0.03,0.119,0.242,0.144,0.044,0.297,0.22,0.46,0,2.6,0,10.9,0,0,0,0,03/03/2020 20:07:52:63,"יוגורט ביופרו 0% שומן, שטראוס",מותר
114,11433059,"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",3,0,0,0,4,3,15.3,109,0,75,0.7,131,0.12,28.5,225.5,368,80,1.4,0.02,91.4,5,0.1,1.2,0.07,0.34,0.18,0.08,16.6,0,0.88,9.3,1.9,0.089,0.061,0.039,0.086,0.102,0.317,0.818,0.293,0.686,0.06,0.025,0,0,0.066,0,0,0,0,0,0.82,0.09,0.09,14.7,0,25.9,0.218,0.403,0.331,0.359,0.164,0.118,0.218,0.02,0.099,0.202,0.12,0.037,0.248,0.19,0.92,0,5.2,0,36.1,0,0,0,0,24/03/2020 11:55:49:853,"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",מותר
115,11433079,"יוגורט יופלה לבן, 1.5% שומן, תנובה",3,0,0,0,5.1,1.5,3.7,49,0,86.8,0.9,130,0.03,4.7,51.2,60.9,55,0.18,0.01,6.7,4,0,0,0.02,0.11,0.1,0.02,0,0,0.26,5.8,1,0.035,0.027,0.018,0.048,0.048,0.15,0.441,0.146,0.338,0.055,0.007,0.003,0,0.025,0,0.003,0,0,0.002,0.38,0.07,0,3.7,0.04,0.5,0.213,0.393,0.422,0.457,0.221,0.151,0.294,0.031,0.133,0.273,0.163,0.049,0.316,0,0.18,0,4.4,0,0,0,0,1.4,0,26/08/2021 15:42:43:357,"יוגורט יופלה לבן, 1.5% שומן, תנובה",מותר
116,11433089,"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",3,0,0,0,4.9,1.5,10,75,0,80.3,0.9,160,0.05,10.4,86.7,130.7,56,0.54,0.05,63.8,0,0,0.5,0.03,0.13,0.07,0.03,6.5,0,0.34,5.8,1,0.045,0.031,0.019,0.043,0.051,0.159,0.409,0.146,0.343,0.03,0.013,0,0,0.033,0,0,0,0,0,0.41,0.04,0,10,0,0,0.289,0.534,0.438,0.475,0.218,0.156,0.289,0.03,0.131,0.267,0.159,0.048,0.328,0,0.36,0,2,0,0,0,0,0,0,12/01/2021 20:54:51:793,"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",מותר
117,11433099,"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",3,0,0,0,5.3,3,4,64,0,85.7,0,130,0.06,13.7,108.7,177.3,54,0.68,0.01,91.4,5,0.1,0.6,0.03,0.16,0.09,0.04,8,0,0.42,12,1.9,0.089,0.061,0.039,0.086,0.102,0.317,0.818,0.293,0.686,0.06,0.025,0,0,0.066,0,0,0,0,0,0.82,0.09,0.09,4,0,24.9,0.289,0.535,0.438,0.475,0.217,0.156,0.289,0,0.131,0.267,0.159,0.049,0.328,0.19,0.45,0,2.5,0,17.4,0,0,0,0,0,"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",מותר
118,11433139,"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",3,0,0,0,3,1.5,19.5,103,0,74,0,162.1,0.07,15.3,127.6,207.2,54.8,0.79,0.08,63.8,0,0,0.7,0.04,0.19,0.1,0.04,9.6,0,0.5,0,0,0.045,0.031,0.019,0.043,0.051,0.159,0.409,0.146,0.343,0.03,0.013,0,0,0.033,0,0,0,0,0,0.41,0.04,0,19.5,0,13.9,0.164,0.302,0.248,0.269,0.123,0.088,0.164,0.02,0.074,0.151,0.09,0.027,0.186,0,0.52,0,3,0,0,0,0.1,0,0,20/02/2020 20:42:13:48,"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",מותר
127,11443059,"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",3,0,0,0,8,9,3.5,127,0,74.5,0,100,0.09,20.1,169.9,276.1,500,1.05,0.01,296.1,12,0.2,0.9,0.05,0.25,0.13,0.06,13,0,0.66,27,5.4,0.267,0.186,0.116,0.255,0.308,0.946,2.45,0.877,2.055,0.18,0.075,0,0,0.197,0,0,0,0,0,2.47,0.25,0,3.5,0,77.5,0.599,1.108,0.909,0.987,0.453,0.325,0.599,0.06,0.272,0.555,0.331,0.101,0.681,1.16,0.7,0,3.9,0,17.9,0,0,0,0,01/03/2020 16:24:13:613,"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",מותר
130,11443098,"לאבנה ביתית, חלב בקר, 9% שומן",4,0,0,50,6.5,8.9,6.9,135,0,75.6,0,238.2,0.09,19.9,157.4,257,841.2,0.98,0.02,271.5,14,0.2,0.8,0.05,0.24,0.12,0.05,11.6,0,0.61,26.7,5.35,0.263,0.18,0.115,0.256,0.305,0.941,2.431,0.87,2.038,0.178,0.073,0,0,0.194,0,0,0,0,0,2.45,0.25,0.27,6.9,0,74.1,0.357,0.66,0.541,0.586,0.267,0.192,0.357,0.04,0.162,0.329,0.196,0.059,0.404,0.55,0.64,0,3.6,0,25.2,0,0,0,0,0,"לאבנה ביתית, חלב בקר, 9% שומן",מותר
132,11443109,"לאבנה מחלב עזים 5% שומן, גד",3,0,0,0,9.5,5,2,91,0,81.5,0,100,0.1,18.3,160.2,138.9,400,0.55,0.05,105,0,0,4.3,0.07,0.36,0.42,0.06,7.1,0,0.72,15,3.3,0.146,0.104,0.099,0.286,0.171,0.471,1.159,0.642,1.113,0.129,0.091,0,0,0.091,0,0,0,0,0,1.23,0.22,0,2,0,31.4,0.537,0.933,0.712,0.815,0.426,0.246,0.451,0,0.265,0.446,0.315,0.056,0.782,0,0.41,0,1.7,0,0,0,0,0,0,0,"לאבנה מחלב עזים 5% שומן, גד",מותר
134,11443129,"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",3,0,0,0,9,11,7.8,166,0,70.4,0.5,150,1.01,26.5,200.3,363,380,0.88,0.03,206.8,5,0.8,1.5,0.1,0.34,0.24,0.09,13.7,0,0.9,18,4,0.057,0.054,0.054,0.056,0.057,0.223,1.244,0.381,4.504,0.635,0.132,0,0,0.072,0,0.017,0,0,0,4.6,0.72,0.93,7.8,0,20.8,0.431,0.726,0.498,0.606,0.331,0.191,0.371,0.07,0.211,0.368,0.252,0.061,0.423,3.51,0.77,0,6.6,0,34.1,0,0,0,0,25/10/2017 15:07:18:43,"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",מותר
137,11443159,"לאבנה 9% שומן, מחלב בופאלו, כדורים בשמן זית",3,0,0,0,8.9,9,1.1,121,0,68.2,0,112,0.16,42.3,248.1,428.8,135,0.83,0.04,145.7,0,0.6,2.9,0.11,0.36,0.22,0.08,12.8,0,0.93,27,3.4,0.225,0.123,0.058,0.115,0.136,0.575,2.027,0.636,4.015,0.513,0.155,0,0,0.159,0,0.02,0,0,0,4.26,0.67,0,0.2,0,43.3,0.512,0.858,0.562,0.682,0.406,0.222,0.408,0.124,0.219,0.425,0.3,0.092,0.496,2.47,0.72,0,4.4,0,27,0,0,0,0,26/10/2017 10:43:17:943,"לאבנה 9% שומן, מחלב בופאלו, כדורים בשמן זית",מותר
